,city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance,total
3374,1,49,1,1,1,3.0,not acept,not furnished,680.0,2300.0,200.0,30.0,3210.0
3375,1,360,3,5,3,14.0,not acept,not furnished,3000.0,12500.0,125.0,159.0,15780.0
3377,1,120,2,3,1,15.0,not acept,furnished,1150.0,8500.0,212.0,108.0,9970.0
3380,1,188,3,3,1,4.0,not acept,furnished,1600.0,6000.0,334.0,77.0,8011.0
3384,1,60,2,1,1,3.0,acept,not furnished,350.0,1600.0,55.0,21.0,2026.0
3385,1,70,2,1,1,0.0,acept,not furnished,230.0,1300.0,50.0,17.0,1597.0
3386,0,55,2,1,1,3.0,acept,not furnished,385.0,940.0,20.0,12.0,1357.0
3387,1,100,3,3,2,13.0,acept,not furnished,980.0,6300.0,491.0,80.0,7851.0
3389,1,36,1,1,1,9.0,acept,furnished,659.0,2600.0,145.0,10.0,3414.0
3390,1,105,2,2,2,8.0,acept,not furnished,1544.0,6500.0,520.0,83.0,8647.0
3393,1,300,4,4,4,12.0,acept,not furnished,3000.0,10000.0,1167.0,127.0,14290.0
3394,1,115,2,2,1,18.0,acept,furnished,950.0,6500.0,125.0,83.0,7658.0
3395,1,67,1,2,1,12.0,acept,furnished,845.0,2850.0,117.0,37.0,3849.0
3399,1,270,3,4,2,6.0,acept,not furnished,2890.0,6500.0,100.0,83.0,9573.0
3400,0,104,2,3,2,1.0,acept,furnished,1300.0,4600.0,242.0,59.0,6201.0
3401,1,70,2,1,1,7.0,acept,furnished,467.0,1800.0,170.0,23.0,2460.0
3405,1,270,3,2,4,21.0,acept,not furnished,3200.0,13000.0,1250.0,165.0,17620.0
3406,1,65,2,1,1,3.0,acept,not furnished,1300.0,3000.0,109.0,39.0,4448.0
3408,1,250,3,4,2,10.0,acept,not furnished,2900.0,10000.0,584.0,127.0,13610.0
3409,1,119,3,3,1,4.0,not acept,furnished,1500.0,3510.0,209.0,45.0,5264.0
3414,1,240,3,2,2,17.0,not acept,not furnished,2680.0,9800.0,667.0,125.0,13270.0
3415,1,180,3,1,1,18.0,acept,not furnished,1800.0,9500.0,482.0,121.0,11900.0
3417,1,250,3,4,3,4.0,acept,not furnished,3570.0,14000.0,1256.0,178.0,19000.0
3418,0,60,2,1,0,1.0,acept,not furnished,457.0,1170.0,55.0,15.0,1697.0
3419,0,77,2,2,1,9.0,acept,not furnished,725.0,1200.0,71.0,16.0,2012.0
3420,1,154,4,3,3,21.0,acept,not furnished,1684.0,7000.0,1020.0,89.0,9793.0
3423,1,179,3,3,0,9.0,not acept,furnished,1828.0,12000.0,472.0,153.0,14450.0
3425,1,102,2,1,0,1.0,acept,not furnished,200.0,1700.0,17.0,22.0,1939.0
3427,1,90,1,2,2,13.0,not acept,furnished,1500.0,8000.0,500.0,102.0,10100.0
3428,1,230,3,3,3,7.0,acept,not furnished,2500.0,3916.0,586.0,50.0,7052.0
3431,0,67,2,2,2,12.0,acept,not furnished,800.0,1070.0,84.0,14.0,1968.0
3432,1,113,3,2,1,6.0,acept,not furnished,1000.0,3000.0,50.0,39.0,4089.0
3433,1,111,3,4,3,1.0,acept,not furnished,2500.0,2700.0,704.0,35.0,5939.0
3435,1,54,2,1,1,11.0,not acept,furnished,724.0,3500.0,119.0,45.0,4388.0
3437,1,65,2,2,1,6.0,acept,not furnished,723.0,2360.0,81.0,30.0,3194.0
3439,1,50,2,1,1,11.0,acept,not furnished,560.0,1200.0,7.0,16.0,1783.0
3442,0,43,1,1,1,5.0,acept,not furnished,518.0,900.0,45.0,12.0,1475.0
3443,1,41,1,1,0,12.0,acept,not furnished,290.0,1573.0,60.0,20.0,1943.0
3444,1,63,1,1,1,9.0,not acept,furnished,1283.0,7400.0,286.0,94.0,9063.0
3445,1,190,4,4,3,11.0,acept,furnished,2289.0,7000.0,860.0,89.0,10240.0
3447,1,73,3,2,1,9.0,acept,not furnished,612.0,1850.0,95.0,24.0,2581.0
3448,0,104,3,1,0,3.0,not acept,not furnished,600.0,700.0,69.0,9.0,1378.0
3450,1,120,2,2,2,0.0,acept,not furnished,100.0,5500.0,158.0,83.0,5841.0
3451,1,55,2,3,2,0.0,acept,not furnished,170.0,1850.0,123.0,28.0,2171.0
3453,1,400,4,5,3,3.0,acept,furnished,4670.0,6000.0,1195.0,77.0,11940.0
3455,1,40,1,1,1,1.0,not acept,furnished,580.0,2049.0,88.0,26.0,2743.0
3456,1,68,2,1,0,12.0,acept,not furnished,470.0,1300.0,50.0,17.0,1837.0
3458,1,50,2,1,1,8.0,acept,not furnished,400.0,1700.0,54.0,22.0,2176.0
3459,0,113,3,2,2,11.0,acept,not furnished,700.0,1450.0,79.0,19.0,2248.0
3460,1,88,2,2,2,1.0,not acept,furnished,1100.0,6250.0,490.0,80.0,7920.0
3461,1,90,3,2,3,1.0,acept,not furnished,1018.0,1500.0,201.0,20.0,2739.0
3464,1,86,2,1,1,9.0,not acept,not furnished,1100.0,5800.0,284.0,74.0,7258.0
3465,1,216,4,3,0,17.0,acept,furnished,2250.0,8000.0,609.0,102.0,10960.0
3466,1,170,4,5,3,14.0,acept,furnished,1927.0,5200.0,709.0,66.0,7902.0
3468,0,77,2,1,1,7.0,acept,furnished,880.0,1200.0,129.0,16.0,2225.0
3469,0,350,4,5,4,0.0,acept,not furnished,680.0,8000.0,417.0,121.0,9218.0
3471,1,180,4,1,1,13.0,acept,not furnished,2420.0,8500.0,400.0,108.0,11430.0
3472,1,144,4,2,2,6.0,acept,not furnished,1820.0,5500.0,667.0,70.0,8057.0
3473,1,60,2,1,1,3.0,acept,not furnished,802.0,3005.0,6.0,39.0,3852.0
3475,1,60,2,1,1,8.0,acept,furnished,1052.0,6400.0,114.0,82.0,7648.0
3477,1,400,5,6,4,15.0,acept,not furnished,4000.0,3502.0,1250.0,45.0,8797.0
3478,1,77,3,2,1,1.0,acept,not furnished,694.0,1900.0,38.0,25.0,2657.0
3480,0,78,3,2,2,3.0,acept,not furnished,605.0,1780.0,68.0,23.0,2476.0
3481,1,96,2,2,2,12.0,acept,not furnished,980.0,1800.0,225.0,23.0,3028.0
3482,1,400,4,5,4,13.0,acept,furnished,2700.0,7000.0,1500.0,89.0,11290.0
3484,1,53,2,1,1,8.0,acept,furnished,720.0,3250.0,67.0,42.0,4079.0
3486,1,100,3,3,0,5.0,acept,not furnished,820.0,6330.0,148.0,81.0,7379.0
3490,1,30,1,1,1,10.0,acept,furnished,730.0,1850.0,70.0,24.0,2674.0
3491,1,156,2,4,2,11.0,acept,not furnished,2690.0,10000.0,520.0,127.0,13340.0
3492,1,33,1,1,0,12.0,not acept,furnished,385.0,3000.0,125.0,39.0,3549.0
3493,1,205,3,5,1,8.0,acept,not furnished,1805.0,2800.0,775.0,36.0,5416.0
3494,1,79,2,3,1,14.0,acept,not furnished,2500.0,3100.0,500.0,40.0,6140.0
3495,1,70,3,2,1,4.0,acept,furnished,695.0,2550.0,284.0,33.0,3562.0
3499,1,212,3,5,3,7.0,acept,not furnished,2300.0,7000.0,1084.0,89.0,10470.0
3500,1,32,1,1,0,3.0,acept,not furnished,515.0,1700.0,29.0,22.0,2266.0
3501,1,269,4,4,5,21.0,acept,furnished,2980.0,14000.0,1834.0,178.0,18990.0
3505,1,290,3,3,1,5.0,acept,not furnished,2500.0,2500.0,340.0,32.0,5372.0
3506,1,30,1,1,1,18.0,not acept,not furnished,2000.0,1950.0,229.0,25.0,4204.0
3507,1,176,4,5,0,1.0,acept,furnished,1350.0,9500.0,792.0,121.0,11760.0
3508,1,77,2,2,1,6.0,acept,not furnished,900.0,3000.0,80.0,39.0,4019.0
3509,1,47,1,1,0,2.0,acept,not furnished,198.0,1490.0,66.0,19.0,1773.0
3510,1,135,3,2,0,3.0,acept,not furnished,1400.0,4500.0,317.0,58.0,6275.0
3511,1,108,2,3,2,0.0,acept,not furnished,450.0,2100.0,250.0,32.0,2832.0
3512,1,212,4,3,2,17.0,acept,not furnished,2835.0,13800.0,694.0,175.0,17500.0
3513,1,140,2,4,1,11.0,acept,not furnished,2200.0,8900.0,300.0,113.0,11510.0
3514,0,51,2,1,1,1.0,not acept,not furnished,390.0,800.0,50.0,11.0,1251.0
3515,1,42,1,1,1,9.0,acept,furnished,565.0,3800.0,24.0,49.0,4438.0
3516,1,108,3,3,3,11.0,acept,furnished,1100.0,4000.0,455.0,51.0,5606.0
3518,1,254,3,3,3,11.0,acept,furnished,4255.0,12750.0,1692.0,162.0,18860.0
3519,0,67,3,1,1,1.0,not acept,not furnished,351.0,900.0,40.0,12.0,1303.0
3521,1,115,4,4,3,2.0,acept,not furnished,2600.0,4000.0,417.0,51.0,7068.0
3522,0,70,2,1,1,0.0,not acept,not furnished,341.0,1184.0,60.0,15.0,1600.0
3523,1,140,3,4,2,6.0,acept,not furnished,1350.0,2500.0,200.0,32.0,4082.0
3524,1,156,2,3,2,8.0,acept,furnished,2040.0,13590.0,292.0,173.0,16090.0
3525,1,295,4,4,4,21.0,acept,not furnished,3700.0,9500.0,1417.0,121.0,14740.0
3526,1,42,1,1,1,5.0,acept,not furnished,330.0,2100.0,107.0,27.0,2564.0
3528,1,65,1,2,2,3.0,not acept,furnished,950.0,3400.0,215.0,44.0,4609.0
3529,1,220,4,5,3,9.0,acept,not furnished,2300.0,9700.0,1084.0,123.0,13210.0
3530,1,57,2,1,2,8.0,acept,not furnished,710.0,2200.0,75.0,28.0,3013.0
3531,1,170,3,3,0,10.0,acept,not furnished,1900.0,7500.0,529.0,96.0,10030.0
3532,0,55,1,1,1,2.0,acept,not furnished,452.0,850.0,44.0,11.0,1357.0
3533,1,117,4,5,4,16.0,acept,not furnished,1521.0,2500.0,646.0,32.0,4699.0
3535,1,140,4,3,2,10.0,acept,not furnished,2000.0,3800.0,334.0,49.0,6183.0
3536,1,57,2,2,0,9.0,acept,not furnished,590.0,1908.0,125.0,25.0,2648.0
3540,1,42,1,1,0,9.0,acept,furnished,1290.0,1500.0,184.0,20.0,2994.0
3541,0,69,2,1,1,7.0,not acept,not furnished,485.0,980.0,60.0,13.0,1538.0
3542,1,60,2,1,1,7.0,acept,not furnished,460.0,1230.0,100.0,16.0,1806.0
3543,1,253,3,5,5,9.0,acept,not furnished,2760.0,6750.0,1770.0,86.0,11370.0
3545,1,127,2,3,2,1.0,acept,furnished,996.0,3600.0,292.0,46.0,4934.0
3546,1,85,3,2,1,10.0,acept,furnished,700.0,2730.0,113.0,35.0,3578.0
3548,1,124,3,3,2,16.0,acept,not furnished,1100.0,2791.0,339.0,36.0,4266.0
3550,1,60,2,2,1,11.0,acept,not furnished,1680.0,4000.0,200.0,51.0,5931.0
3552,1,54,1,1,1,20.0,acept,furnished,700.0,4500.0,167.0,58.0,5425.0
3553,1,84,3,1,1,6.0,acept,not furnished,670.0,2180.0,100.0,28.0,2978.0
3554,1,360,3,4,1,10.0,acept,not furnished,2300.0,10000.0,584.0,127.0,13010.0
3558,1,100,3,3,2,3.0,not acept,not furnished,1100.0,4350.0,350.0,56.0,5856.0
3561,1,220,3,4,3,2.0,not acept,not furnished,2500.0,5150.0,1250.0,66.0,8966.0
3563,1,108,3,3,2,2.0,acept,not furnished,1200.0,3400.0,334.0,44.0,4978.0
3565,1,103,3,3,2,3.0,acept,furnished,1310.0,6500.0,448.0,83.0,8341.0
3566,1,90,3,2,2,2.0,acept,not furnished,1320.0,1700.0,225.0,22.0,3267.0
3567,1,220,4,4,2,10.0,acept,not furnished,2500.0,3200.0,552.0,41.0,6293.0
3568,1,125,3,2,2,11.0,acept,not furnished,1450.0,2100.0,372.0,27.0,3949.0
3569,1,54,1,1,1,8.0,acept,not furnished,1290.0,3850.0,209.0,49.0,5398.0
3573,0,60,3,1,1,5.0,not acept,not furnished,600.0,1800.0,50.0,23.0,2473.0
3575,1,40,1,1,1,10.0,acept,not furnished,700.0,2600.0,25.0,33.0,3358.0
3576,1,160,3,2,1,10.0,not acept,not furnished,1100.0,2300.0,109.0,30.0,3539.0
3580,1,89,2,2,2,20.0,acept,furnished,1518.0,4500.0,356.0,58.0,6432.0
3586,1,89,3,1,1,2.0,acept,not furnished,1083.0,2000.0,255.0,26.0,3364.0
3587,1,108,3,2,2,12.0,not acept,not furnished,900.0,2900.0,202.0,37.0,4039.0
3588,0,48,2,1,0,5.0,acept,not furnished,263.0,1000.0,66.0,13.0,1342.0
3589,1,160,3,2,2,18.0,acept,furnished,1530.0,1900.0,167.0,25.0,3622.0
3591,1,100,4,3,2,2.0,acept,not furnished,1027.0,2500.0,369.0,32.0,3928.0
3592,1,75,3,2,1,21.0,acept,not furnished,501.0,2900.0,28.0,37.0,3466.0
3593,1,215,4,4,3,6.0,acept,not furnished,3800.0,3400.0,1084.0,44.0,8328.0
3595,1,94,3,2,3,5.0,acept,not furnished,820.0,2200.0,350.0,28.0,3398.0
3597,1,66,2,1,1,10.0,not acept,furnished,700.0,3800.0,84.0,27.0,4611.0
3599,1,102,3,3,2,12.0,acept,not furnished,1366.0,5702.0,276.0,73.0,7417.0
3601,0,51,2,1,2,13.0,not acept,not furnished,457.0,1850.0,56.0,24.0,2387.0
3603,1,35,1,1,1,10.0,not acept,furnished,1400.0,2800.0,205.0,36.0,4441.0
3604,1,229,4,2,3,2.0,acept,furnished,1100.0,5500.0,409.0,70.0,7079.0
3606,0,74,3,1,1,3.0,acept,not furnished,350.0,1000.0,54.0,13.0,1417.0
3607,1,96,2,1,1,2.0,acept,not furnished,1080.0,4300.0,118.0,55.0,5553.0
3608,1,181,4,5,3,5.0,acept,not furnished,2100.0,2600.0,579.0,33.0,5312.0
3609,1,38,1,1,1,1.0,acept,not furnished,437.0,1942.0,14.0,9.0,2402.0
3611,1,126,3,2,0,1.0,acept,not furnished,150.0,2210.0,125.0,28.0,2513.0
3612,1,98,1,2,2,4.0,not acept,furnished,1750.0,8400.0,580.0,107.0,10840.0
3613,1,220,4,3,3,20.0,acept,furnished,2080.0,5500.0,1092.0,70.0,8742.0
3614,1,164,3,2,2,6.0,acept,not furnished,3182.0,8500.0,608.0,108.0,12400.0
3615,1,50,1,1,1,3.0,not acept,furnished,690.0,4230.0,36.0,54.0,5010.0
3616,0,55,2,1,1,1.0,acept,not furnished,360.0,900.0,53.0,12.0,1325.0
3617,0,300,4,4,3,2.0,acept,not furnished,2300.0,6000.0,417.0,77.0,8794.0
3622,1,255,3,4,4,9.0,acept,furnished,1650.0,5000.0,125.0,64.0,6839.0
3623,1,49,1,1,1,10.0,not acept,not furnished,680.0,2300.0,200.0,30.0,3210.0
3625,1,300,4,5,2,6.0,acept,furnished,3600.0,7800.0,609.0,99.0,12110.0
3626,1,38,2,1,0,5.0,acept,furnished,577.0,3200.0,50.0,41.0,3868.0
3627,1,150,3,3,3,11.0,acept,not furnished,2270.0,6000.0,754.0,77.0,9101.0
3628,0,200,3,2,3,0.0,acept,not furnished,300.0,2550.0,600.0,39.0,3489.0
3629,1,427,4,6,4,13.0,acept,not furnished,3440.0,10000.0,1350.0,127.0,14920.0
3630,1,75,3,1,1,2.0,acept,furnished,770.0,1900.0,85.0,25.0,2780.0
3636,1,84,3,2,1,3.0,not acept,furnished,741.0,2175.0,185.0,28.0,3129.0
3637,1,75,2,1,0,0.0,not acept,furnished,450.0,2500.0,94.0,32.0,3076.0
3640,0,72,2,2,1,7.0,acept,not furnished,480.0,850.0,9.0,11.0,1350.0
3641,1,140,3,4,2,11.0,acept,furnished,1750.0,12000.0,615.0,153.0,14520.0
3642,0,80,2,2,1,8.0,acept,furnished,860.0,2000.0,34.0,26.0,2920.0
3643,1,170,3,3,3,7.0,acept,not furnished,2450.0,3000.0,1015.0,39.0,6504.0
3644,1,67,3,1,1,9.0,acept,not furnished,626.0,1550.0,110.0,20.0,2306.0
3647,1,120,3,2,1,6.0,acept,not furnished,850.0,3200.0,120.0,41.0,4211.0
3648,0,206,3,2,3,15.0,acept,not furnished,1900.0,3910.0,417.0,50.0,6277.0
3649,1,249,3,3,1,9.0,acept,furnished,2250.0,8500.0,420.0,108.0,11280.0
3650,1,120,4,4,2,5.0,acept,not furnished,2500.0,9500.0,116.0,121.0,12240.0
3651,0,260,3,4,4,0.0,acept,not furnished,900.0,2800.0,129.0,43.0,3872.0
3652,0,120,2,1,0,3.0,acept,not furnished,830.0,1100.0,95.0,14.0,2039.0
3655,1,55,2,1,1,6.0,not acept,not furnished,450.0,1800.0,111.0,23.0,2384.0
3656,1,75,3,2,2,12.0,not acept,furnished,800.0,2236.0,64.0,29.0,3129.0
3657,0,402,4,5,2,0.0,acept,furnished,450.0,7500.0,63.0,113.0,8126.0
3658,0,58,2,1,1,2.0,acept,not furnished,332.0,1200.0,25.0,16.0,1573.0
3660,1,60,4,4,1,5.0,acept,not furnished,700.0,2120.0,100.0,27.0,2947.0
3661,1,280,4,5,4,18.0,not acept,not furnished,3600.0,12000.0,917.0,153.0,16670.0
3662,1,214,4,4,3,5.0,acept,not furnished,2638.0,6520.0,1187.0,83.0,10430.0
3667,1,128,3,3,0,3.0,acept,furnished,2500.0,12000.0,500.0,153.0,15150.0
3668,1,70,2,1,1,1.0,acept,not furnished,300.0,1100.0,14.0,14.0,1428.0
3669,1,277,3,2,1,11.0,acept,not furnished,2332.0,7800.0,601.0,99.0,10830.0
3670,1,200,4,4,3,9.0,acept,furnished,2800.0,5000.0,1211.0,64.0,9075.0
3671,1,70,2,2,1,1.0,acept,not furnished,280.0,1000.0,138.0,13.0,1431.0
3673,1,130,3,3,2,3.0,acept,not furnished,1140.0,4000.0,292.0,51.0,5483.0
3675,1,135,3,3,0,1.0,not acept,not furnished,1400.0,3810.0,167.0,49.0,5426.0
3680,1,119,3,3,1,8.0,not acept,furnished,790.0,3750.0,135.0,48.0,4723.0
3683,1,57,2,1,1,5.0,acept,furnished,550.0,2450.0,63.0,32.0,3095.0
3685,1,116,3,2,2,5.0,acept,not furnished,1884.0,3800.0,518.0,49.0,6251.0
3687,0,250,4,4,0,0.0,acept,not furnished,750.0,3825.0,369.0,58.0,5002.0
3688,1,128,2,3,2,1.0,acept,not furnished,1500.0,7500.0,334.0,96.0,9430.0
3689,1,58,2,2,0,2.0,acept,not furnished,940.0,1250.0,107.0,16.0,2313.0
3690,1,105,3,2,2,6.0,acept,not furnished,1002.0,2583.0,35.0,33.0,3653.0
3691,1,41,1,1,1,3.0,acept,furnished,534.0,2800.0,133.0,36.0,3503.0
3692,1,90,3,1,1,1.0,acept,not furnished,1000.0,3000.0,50.0,39.0,4089.0
3693,1,100,3,3,2,2.0,not acept,not furnished,1300.0,2300.0,363.0,30.0,3993.0
3695,1,180,3,4,3,5.0,acept,furnished,2800.0,9000.0,1125.0,115.0,13040.0
3696,1,136,3,3,2,8.0,not acept,furnished,1535.0,9900.0,482.0,126.0,12040.0
3698,0,100,3,2,2,3.0,acept,not furnished,885.0,1200.0,80.0,16.0,2181.0
3699,1,65,2,2,1,9.0,acept,not furnished,541.0,1550.0,117.0,20.0,2228.0
3700,1,50,2,1,0,2.0,not acept,not furnished,1000.0,1000.0,45.0,13.0,2058.0
3702,1,108,3,3,2,3.0,acept,not furnished,1800.0,4800.0,393.0,61.0,7054.0
3706,1,93,3,2,2,10.0,acept,not furnished,1040.0,2600.0,240.0,33.0,3913.0
3707,1,60,2,2,1,11.0,acept,furnished,1680.0,6000.0,200.0,77.0,7957.0
3709,1,150,3,3,2,3.0,acept,furnished,2100.0,2000.0,584.0,26.0,4710.0
3710,1,90,2,1,1,1.0,acept,not furnished,1000.0,3000.0,50.0,39.0,4089.0
3711,1,140,3,3,3,7.0,not acept,not furnished,2200.0,8000.0,800.0,102.0,11100.0
3714,1,141,4,3,2,3.0,acept,not furnished,1500.0,4325.0,542.0,55.0,6422.0
3715,1,44,2,1,0,3.0,acept,not furnished,490.0,1200.0,30.0,16.0,1736.0
3720,1,250,3,4,0,1.0,acept,furnished,2000.0,10000.0,1667.0,127.0,13790.0
3721,0,92,3,2,2,13.0,acept,furnished,720.0,3200.0,139.0,41.0,4100.0
3723,1,60,2,2,2,2.0,acept,not furnished,2340.0,3570.0,284.0,46.0,6240.0
3726,1,250,4,5,4,1.0,acept,not furnished,4200.0,12000.0,1667.0,153.0,18020.0
3728,0,73,3,2,2,6.0,not acept,not furnished,812.0,1500.0,204.0,20.0,2536.0
3729,1,74,3,2,1,14.0,acept,not furnished,510.0,1980.0,8.0,26.0,2524.0
3731,1,230,2,3,1,1.0,acept,furnished,3000.0,12000.0,450.0,153.0,15600.0
3735,0,200,3,3,2,0.0,acept,not furnished,650.0,2210.0,184.0,34.0,3078.0
3739,1,75,3,2,1,8.0,not acept,not furnished,705.0,1900.0,70.0,25.0,2700.0
3741,1,142,3,4,2,4.0,acept,not furnished,1100.0,4500.0,375.0,58.0,6033.0
3742,1,77,3,1,2,6.0,acept,not furnished,900.0,3400.0,191.0,44.0,4535.0
3744,1,350,3,4,3,8.0,acept,furnished,2430.0,8000.0,1250.0,102.0,11780.0
3747,1,60,2,2,2,6.0,acept,not furnished,700.0,2200.0,195.0,28.0,3123.0
3748,1,125,3,2,1,9.0,acept,not furnished,1000.0,4655.0,200.0,59.0,5914.0
3749,1,68,2,2,2,8.0,acept,furnished,1030.0,3419.0,236.0,44.0,4729.0
3752,1,198,5,5,2,1.0,acept,not furnished,1500.0,3801.0,554.0,49.0,5904.0
3755,1,79,3,2,2,11.0,acept,not furnished,1200.0,2600.0,314.0,33.0,4147.0
3758,1,130,3,2,0,1.0,acept,furnished,550.0,4800.0,215.0,61.0,5626.0
3761,0,45,1,1,1,15.0,acept,not furnished,653.0,880.0,38.0,12.0,1583.0
3762,1,180,4,4,2,10.0,acept,not furnished,1900.0,5500.0,507.0,70.0,7977.0
3763,0,84,3,1,1,3.0,acept,not furnished,950.0,1200.0,147.0,16.0,2313.0
3764,1,225,4,5,4,22.0,acept,furnished,2000.0,9000.0,1192.0,115.0,12310.0
3765,1,230,4,3,4,17.0,not acept,furnished,2217.0,6000.0,745.0,77.0,9039.0
3768,1,208,4,4,3,1.0,acept,furnished,2860.0,8000.0,1672.0,102.0,12630.0
3769,1,48,2,1,1,12.0,not acept,not furnished,405.0,2050.0,104.0,26.0,2585.0
3770,1,360,4,5,2,7.0,acept,not furnished,2600.0,15000.0,1167.0,191.0,18960.0
3771,0,74,3,2,1,4.0,acept,not furnished,390.0,1000.0,24.0,13.0,1427.0
3772,1,37,1,1,1,20.0,acept,not furnished,530.0,3700.0,59.0,47.0,4336.0
3776,1,220,3,4,4,10.0,acept,not furnished,3500.0,7000.0,1000.0,89.0,11590.0
3778,1,55,2,1,1,19.0,acept,furnished,608.0,2100.0,84.0,27.0,2819.0
3782,0,80,3,1,0,6.0,acept,not furnished,500.0,1000.0,30.0,13.0,1543.0
3783,1,300,3,3,2,11.0,acept,furnished,2600.0,7650.0,500.0,97.0,10850.0
3785,1,190,3,4,4,5.0,acept,not furnished,3600.0,11000.0,1584.0,140.0,16320.0
3786,1,300,4,5,4,9.0,acept,furnished,4300.0,7000.0,1417.0,89.0,12810.0
3787,0,50,1,1,0,2.0,acept,not furnished,450.0,1080.0,15.0,14.0,1559.0
3789,1,64,2,1,1,24.0,not acept,not furnished,592.0,1817.0,84.0,24.0,2517.0
3790,1,140,3,4,3,8.0,acept,furnished,1250.0,9500.0,775.0,121.0,11650.0
3791,1,89,2,3,1,0.0,acept,furnished,360.0,5700.0,204.0,73.0,6337.0
3792,1,50,2,2,1,0.0,not acept,not furnished,200.0,2175.0,234.0,33.0,2642.0
3797,0,63,2,1,1,0.0,not acept,not furnished,352.0,1750.0,90.0,23.0,2215.0
3798,1,200,2,3,1,2.0,not acept,furnished,2300.0,13000.0,625.0,165.0,16090.0
3801,0,78,2,1,1,8.0,acept,not furnished,605.0,1468.0,106.0,19.0,2198.0
3803,1,32,1,1,1,14.0,not acept,furnished,2000.0,1700.0,125.0,22.0,3847.0
3804,1,83,3,2,2,11.0,acept,not furnished,888.0,7521.0,221.0,96.0,8726.0
3806,1,155,4,5,3,14.0,not acept,not furnished,1850.0,6000.0,625.0,77.0,8552.0
3807,1,102,2,1,0,3.0,acept,not furnished,538.0,2000.0,109.0,26.0,2673.0
3808,0,120,3,3,3,8.0,not acept,not furnished,700.0,2700.0,167.0,35.0,3602.0
3810,0,230,3,3,3,6.0,acept,not furnished,3200.0,4500.0,534.0,58.0,8292.0
3812,0,480,3,6,4,0.0,acept,not furnished,700.0,5400.0,584.0,82.0,6766.0
3814,0,58,2,1,1,3.0,acept,not furnished,289.0,950.0,11.0,13.0,1263.0
3815,1,92,2,1,1,16.0,acept,not furnished,1760.0,6000.0,400.0,77.0,8237.0
3816,0,151,2,2,1,8.0,acept,furnished,900.0,2000.0,262.0,26.0,3188.0
3817,1,42,1,1,1,7.0,not acept,furnished,743.0,2800.0,209.0,36.0,3788.0
3819,1,180,4,3,2,11.0,acept,furnished,1880.0,9000.0,460.0,115.0,11460.0
3820,1,23,1,1,0,23.0,acept,not furnished,399.0,2100.0,42.0,27.0,2568.0
3821,1,285,4,4,4,17.0,acept,not furnished,3100.0,15000.0,973.0,191.0,19260.0
3822,1,277,3,3,0,11.0,acept,not furnished,2332.0,8500.0,550.0,108.0,11490.0
3824,1,230,3,4,1,8.0,acept,furnished,2500.0,6750.0,584.0,86.0,9920.0
3825,1,200,4,4,2,9.0,acept,furnished,3700.0,7000.0,850.0,89.0,11640.0
3829,1,112,3,2,3,3.0,acept,not furnished,1251.0,2500.0,332.0,32.0,4115.0
3831,1,214,4,6,4,4.0,acept,furnished,2000.0,11000.0,780.0,140.0,13920.0
3835,1,34,1,1,0,9.0,acept,not furnished,310.0,4600.0,55.0,59.0,5024.0
3836,0,189,3,3,3,19.0,acept,not furnished,1000.0,9800.0,506.0,125.0,11430.0
3839,1,92,3,1,0,1.0,not acept,furnished,150.0,1700.0,13.0,22.0,1885.0
3840,1,48,2,1,1,3.0,acept,not furnished,328.0,1550.0,54.0,20.0,1952.0
3842,0,145,4,3,2,8.0,acept,not furnished,1800.0,5700.0,292.0,73.0,7865.0
3845,1,80,2,2,1,8.0,acept,furnished,1100.0,3452.0,190.0,44.0,4786.0
3847,1,79,3,2,2,3.0,acept,not furnished,995.0,2200.0,146.0,28.0,3369.0
3848,1,193,2,4,4,7.0,acept,not furnished,1948.0,13000.0,1323.0,165.0,16440.0
3850,1,90,3,1,1,2.0,acept,not furnished,1000.0,3000.0,50.0,39.0,4089.0
3851,1,55,2,2,1,2.0,acept,furnished,100.0,1200.0,39.0,16.0,1355.0
3852,1,130,4,4,3,2.0,acept,not furnished,1160.0,3000.0,459.0,39.0,4658.0
3853,0,67,3,1,1,1.0,not acept,not furnished,351.0,900.0,40.0,12.0,1303.0
3855,1,105,3,3,2,4.0,not acept,not furnished,1380.0,2720.0,417.0,35.0,4552.0
3857,1,44,1,1,0,6.0,acept,not furnished,660.0,2800.0,110.0,36.0,3606.0
3858,1,50,1,1,1,10.0,not acept,furnished,1436.0,7800.0,359.0,99.0,9694.0
3861,1,84,3,2,2,7.0,acept,furnished,540.0,2200.0,71.0,28.0,2839.0
3862,1,100,2,1,1,11.0,acept,not furnished,1173.0,4000.0,120.0,51.0,5344.0
3864,1,48,1,1,1,2.0,not acept,not furnished,867.0,2300.0,133.0,30.0,3330.0
3865,1,64,2,1,1,16.0,not acept,not furnished,592.0,1727.0,84.0,22.0,2425.0
3866,1,104,3,3,2,8.0,not acept,not furnished,1400.0,4000.0,350.0,51.0,5801.0
3867,1,347,4,5,4,5.0,acept,furnished,3500.0,12000.0,1500.0,153.0,17150.0
3868,1,66,2,2,1,4.0,not acept,not furnished,1100.0,1868.0,125.0,24.0,3117.0
3870,1,67,2,2,1,9.0,acept,not furnished,730.0,1970.0,205.0,25.0,2930.0
